frame.number	ip.src	ip.dst
883	172.217.0.170	10.133.19.67
884	172.217.0.170	10.133.19.67
885	172.217.0.170	10.133.19.67
886	172.217.0.170	10.133.19.67
887	172.217.0.170	10.133.19.67
888	172.217.0.170	10.133.19.67
889	172.217.0.170	10.133.19.67
890	172.217.0.170	10.133.19.67
891	172.217.0.170	10.133.19.67
892	172.217.0.170	10.133.19.67
893	10.133.19.67	172.217.0.170
894	10.133.19.67	172.217.0.170
895	10.133.19.67	172.217.0.170
896	10.133.19.67	172.217.0.170
897	10.133.19.67	172.217.0.170
898	10.133.19.67	172.217.0.170
899	10.133.19.67	172.217.0.170
900	10.133.19.67	172.217.0.170
901	10.133.19.67	172.217.0.170
902	10.133.19.67	172.217.0.170
903	10.133.19.67	172.217.0.170
904	10.133.19.67	172.217.0.170
905	10.133.19.67	172.217.0.170
906	10.133.19.67	172.217.0.170
907	172.217.0.170	10.133.19.67
908	172.217.0.170	10.133.19.67
909	10.133.19.67	172.217.0.170
910	10.133.19.67	172.217.0.170
911	10.133.19.67	172.217.0.170
912	10.133.19.67	172.217.0.170
913	10.133.19.67	172.217.0.170
914	10.133.19.67	172.217.0.170
915	10.133.19.67	172.217.0.170
916	10.133.19.67	172.217.0.170
917	10.133.19.67	172.217.0.170
918	10.133.19.67	172.217.0.170
919	10.133.19.67	172.217.0.170
920	10.133.19.67	172.217.0.170
921	10.133.19.67	172.217.0.170
922	10.133.19.67	172.217.0.170
923	10.133.19.67	172.217.0.170
924	10.133.19.67	172.217.0.170
925	10.133.19.67	172.217.0.170
926	10.133.19.67	172.217.0.170
927	10.133.19.67	172.217.0.170
928	10.133.19.67	172.217.0.170
929	10.133.19.67	172.217.0.170
930	10.133.19.67	172.217.0.170
931	10.133.19.67	172.217.0.170
932	10.133.19.67	172.217.0.170
933	10.133.19.67	172.217.0.170
934	10.133.19.67	172.217.0.170
935	10.133.19.67	172.217.0.170
936	10.133.19.67	172.217.0.170
937	10.133.19.67	172.217.0.170
938	10.133.19.67	172.217.0.170
939	10.133.19.67	172.217.0.170
940	10.133.19.67	172.217.0.170
941	10.133.19.67	172.217.0.170
942	10.133.19.67	172.217.0.170
943	10.133.19.67	172.217.0.170
944	10.133.19.67	172.217.0.170
945	10.133.19.67	172.217.0.170
946	10.133.19.67	172.217.0.170
947	10.133.19.67	172.217.0.170
948	10.133.19.67	172.217.0.170
949	10.133.19.67	172.217.0.170
950	10.133.19.67	172.217.0.170
951	10.133.19.67	172.217.0.170
952	10.133.19.67	172.217.0.170
953	10.133.19.67	172.217.0.170
954	10.133.19.67	172.217.0.170
955	10.133.19.67	172.217.0.170
956	10.133.19.67	172.217.0.170
957	172.217.0.170	10.133.19.67
958	172.217.0.170	10.133.19.67
959	172.217.0.170	10.133.19.67
960	172.217.0.170	10.133.19.67
961	172.217.0.170	10.133.19.67
962	172.217.0.170	10.133.19.67
963	172.217.0.170	10.133.19.67
964	172.217.0.170	10.133.19.67
965	172.217.0.170	10.133.19.67
966	172.217.0.170	10.133.19.67
967	172.217.0.170	10.133.19.67
968	172.217.0.170	10.133.19.67
969	172.217.0.170	10.133.19.67
970	172.217.0.170	10.133.19.67
971	172.217.0.170	10.133.19.67
972	172.217.0.170	10.133.19.67
973	172.217.0.170	10.133.19.67
974	172.217.0.170	10.133.19.67
975	172.217.0.170	10.133.19.67
976	172.217.0.170	10.133.19.67
977	172.217.0.170	10.133.19.67
978	172.217.0.170	10.133.19.67
979	10.133.19.67	172.217.0.170
980	10.133.19.67	172.217.0.170
981	10.133.19.67	172.217.0.170
982	10.133.19.67	172.217.0.170
983	10.133.19.67	172.217.0.170
984	10.133.19.67	172.217.0.170
985	10.133.19.67	172.217.0.170
986	10.133.19.67	172.217.0.170
987	10.133.19.67	172.217.0.170
988	10.133.19.67	172.217.0.170
989	10.133.19.67	172.217.0.170
990	10.133.19.67	172.217.0.170
991	10.133.19.67	172.217.0.170
992	10.133.19.67	172.217.0.170
993	10.133.19.67	172.217.0.170
994	10.133.19.67	172.217.0.170
995	172.217.0.170	10.133.19.67
996	10.133.19.67	172.217.0.170
997	10.133.19.67	172.217.0.170
998	10.133.19.67	172.217.0.170
999	10.133.19.67	172.217.0.170
1000	10.133.19.67	172.217.0.170
